species,text,url
Papilio canadensis,"Papilio canadensis, the Canadian tiger swallowtail, is a species of butterfly in the family Papilionidae. It was once classified as a subspecies of Papilio glaucus.",https://en.wikipedia.org/wiki/Papilio_canadensis
Ancyloxypha numitor,The least skipper's rounded wings and slender body are distinctive. Their checkered antennae have no hooks. Males lack stigmata. The upper sides of the forewings are dark brownish black sometimes having a patch of orange. The hindwing is orange with a broad dark brownish-black band surrounding the orange area completely. The underside of the wings is orange with the hindwing discal area being a little bit darker. The hindwing veins are whitish. Its wingspan ranges from 17 to 26 mm.,https://en.wikipedia.org/wiki/Ancyloxypha_numitor
Pyralis farinalis,"Pyralis farinalis, the meal moth, is a cosmopolitan moth of the family Pyralidae. Its larvae (caterpillars) are pests of certain stored foods, namely milled plant products. It is the type species of the genus Pyralis, and by extension of its entire tribe (Pyralini), subfamily (Pyralinae) and family. Its synanthropic habits were noted even by 18th- and 19th-century naturalists, who described it using terms like domesticalis (""of home and hearth""), fraterna (""as close as a brother""), or the currently-valid farinalis (""of the flour""). At rest, adult moths (imagines) typically hold the tip of their abdomen at 90° to their body. Their upperwings are fairly colourful by moth standards, and have a wingspan of 18–30 mm. Adults fly from June to August. As adults do not live long after mating and eggs hatch quickly, this moth has a quick life cycle and is able to produce multiple generations within a single year. In Great Britain and some other locations – particularly outside its natural range – it is mostly restricted to anthropogenic habitats of stored grain, e.g. barns and warehouses. However, it has been found in almond orchards among plant detritus and poultry farms among chicken manure. P. farinalis is a species that is well adapted to living among humans and the urbanization that comes along with them. Though considered a pest to most, since it can decimate grain storages, humans have found uses for the moth. In Chinese culture it is the main ingredient of ""insect tea."" This drink is popular enough that scientists have been studying the moth's optimum growth conditions so they can possibly cultivate it for commercial use.",https://en.wikipedia.org/wiki/Pyralis_farinalis
Euphydryas chalcedona,"The variable checkerspot is usually brown-black with extensive yellow, red and white spots on the dorsal wing. Their underside usually contains yellow and orange bands. However, as its name suggests, the butterfly is highly variable in appearance. Dorsal color can range from a brick-red background with brown and yellow markings in Sierra populations to yellow and black in northern Californian populations. Adult wingspan is 3.2–5.7 cm (1.3–2.2 in). The species is visually similar to Euphydryas anicia, with the only notable difference being their male genitalia.",https://en.wikipedia.org/wiki/Variable_checkerspot
Papilio demoleus,"The butterfly is tailless and has a wingspan 80–100 mm. Above, the background colour is black. A broad, irregular yellow band is found on the wings above, which is broken in the case of the forewing. Besides this, the butterfly has a large number of irregular spots on the wing. The upper hindwing has a red tornal spot with blue edging around it. As the caterpillar ages, its hunger for leaf tissue continues to grow. Detailed description as given by Charles Thomas Bingham in 1905: ""Upper side of wings has the ground colour black. The fore wing has the base below cell and basal half of latter so irrorated with yellow scales as to form more or less complete transverse dotted lines, two outwardly oblique yellow spots in cell and a curved spot at its upper apex; a spot at base and another beyond it in interspace 8; a discal transverse series of cream-yellow spots irregular in arrangement and size extends from interspace la to 8; the series interrupted in interspace 5 and the spot in interspace 7 double; this is followed by a sinuous postdiscal series of spots and an admarginal terminal series of smaller spots. In many specimens between the discal and postdiscal series the black ground-colour is irrorated with yellowish scales. Hind wing: base and an edging that decreases in width along the dorsal margin irrorated with yellow scales; followed by a broad medial yellow irregular band, a sinuous postdiscal series of outwardly emarginate yellow spots and a terminal series of smaller similarly coloured spots as on the fore wing. The inner margin of the medial band is curved inwards, the outer margin is very irregular and uneven; in the cell the band does not reach the apex, but beyond the cell there are one or more cream-yellow spots, and the black groundcolour is irrorated with yellowish scales; finally at the tornal angle there is an oval ochraceous-red spot emarginate on its inner side in the female and in both sexes surmounted by a blue lunule; while in interspace 7 between the medial band and the postdiscal spot there is a large ocellus-like spot of the black ground-colour more or less irrorated with blue scales."" ""The underside has the ground-colour similar, the cream-coloured markings paler and conspicuously larger. The markings differ from those on the upperside in that the forewing has the basal half of cell and base of wing below it with cream-coloured streaks that coalesce at base; irregular ochraceous spots in interspaces 5 to 8 and the discal series of spots complete not interrupted in interspace 5. On the underside of the hind wing, the black at base of wing and along the dorsal margin centred largely with pale cream-colour; the ocellus in interspace 7, the apex of the cell and the black groundcolour between the medial band and postdiscal markings in interspaces 2–6 centred with ochraceous, margined with blue. Antennae dark reddish brown, touched with ochraceous on the innerside towards the club; head, thorax and abdomen dusky black, the head and thorax anteriorly streaked with cream-vellow: beneath: the palpi, thorax and abdomen cream-yellow with lateral longitudinal black lines on the last.""",https://en.wikipedia.org/wiki/Papilio_demoleus
Papilio zelicaon,"The anise swallowtail has a wingspan ranging from 52 to 80 mm (2.0 to 3.1 in). Wings are mostly yellow, with black bands along the edges of both the forewings and hindwings. They are distinguished from tiger swallowtail butterflies by being smaller in size and lacking the vertical black striping patterns. There are yellowish-orange to red eyespots near the tails of each wing, each containing a black pupil. The body is predominantly black, with yellow stripes running laterally along the abdomen.",https://en.wikipedia.org/wiki/Papilio_zelicaon
Pseudozizeeria maha,"Pseudozizeeria maha, the pale grass blue, is a small butterfly found in South Asia that belongs to the lycaenids or blues family. The species was first described by Vincenz Kollar in 1844.",https://en.wikipedia.org/wiki/Pseudozizeeria_maha
Lasiocampa quercus,"The oak eggar (Lasiocampa quercus) is a common moth of the family Lasiocampidae found in Europe and northern and western parts of Asia. It feeds on a variety of plant species (mainly heather and bilberry), and may develop over two years in higher latitudes, where it may be known as the northern eggar. Its specific name quercus refers to the fact that its cocoon generally resembles an acorn, not that its primary food source is oak.",https://en.wikipedia.org/wiki/Oak_eggar
Choristoneura rosaceana,"Choristoneura rosaceana, the oblique banded leaf roller or rosaceous leaf roller, is a moth of the family Tortricidae. It is native to North America, but has been accidentally introduced into other parts of the world. The wingspan is about 25 mm. The forewing length is 7.5–11 mm for males and 11.5–14 mm for females. Adults are on wing from June to July and again from August to September in most of its range.",https://en.wikipedia.org/wiki/Choristoneura_rosaceana
Spodoptera frugiperda,"The adult moths are 32 to 40 millimetres (1+1⁄4 to 1+1⁄2 in) wing tip to wing tip, with a brown or gray forewing, and a white hindwing. There is slight sexual dimorphism, with males having more patterns and a distinct white spot on each of their forewings. The first larval instar is light colored with a larger dark head. As they develop through instars, they become browner with white lengthwise lines. They also develop dark spots with spines.",https://en.wikipedia.org/wiki/Fall_armyworm
Glaucopsyche lygdamus,Its upperside is a light blue in males and a dull grayish blue in females. The underside is gray with a single row of round spots of differing sizes depending upon the region.,https://en.wikipedia.org/wiki/Glaucopsyche_lygdamus
Chiasmia clathrata,"The latticed heath (Chiasmia clathrata) is a moth of the family Geometridae, belonging to the subfamily Ennominae, placed in the tribe Macariini. The genus was erected by Carl Linnaeus in his 1758 10th edition of Systema Naturae.",https://en.wikipedia.org/wiki/Latticed_heath
Eurema lisa,"The wingspan is between 32 and 44 mm, not to be confused with the sleepy orange that is large and orange not yellow. The dorsal view of the forewing has a broad dark margin and the hindwing's ventral view has two basal blacks spots.",https://en.wikipedia.org/wiki/Eurema_lisa
Leptotes marina,"The wingspan is 22–29 mm. The upperside is blue, underside is marked by brown bands with two blue spots on the hind wings. Adults are on wing from April to September in the north and all year round in south. Its habitats include weedy, open sites and deserts.",https://en.wikipedia.org/wiki/Leptotes_marina
Eurytides marcellus,"The zebra swallowtail has a wingspan of 6.4 to 10.4 cm (2.5 to 4.1 in). The triangular wings are white to greenish white with black longitudinal stripes. A pair of swordlike tails extend from the hindwings. The inner margin of the hindwing has two blue spots on the corner and a red spot near the body. A red stripe runs along the middle of the ventral hindwing. P. marcellus has two seasonal forms, one occurring in the spring and the other in the summer. Spring forms are smaller, more white, and have short, black tails with white tips. Summer forms are larger, have broader black stripes, and longer, black tails with white edges.",https://en.wikipedia.org/wiki/Eurytides_marcellus
Anavitrinella pampinaria,"Anavitrinella pampinaria, the common gray, is a moth of the family Geometridae. The species was first described by Achille Guenée in 1857. It is found in most of North America except the Arctic regions, south to Mexico. The wingspan is 23–34 mm. Adults are on wing from April to October. The larvae feed on Malus, Fraxinus, Trifolium, Pyrus, Populus and Salix species.",https://en.wikipedia.org/wiki/Anavitrinella_pampinaria
Helicoverpa zea,"Helicoverpa zea, commonly known as the corn earworm, is a species (formerly in the genus Heliothis) in the family Noctuidae. The larva of the moth Helicoverpa zea is a major agricultural pest. Since it is polyphagous (feeds on many different plants) during the larval stage, the species has been given many different common names, including the cotton bollworm and the tomato fruitworm. It also consumes a wide variety of other crops. The species is widely distributed across the Americas with the exception of northern Canada and Alaska. It has become resistant to many pesticides, but can be controlled with integrated pest management techniques including deep ploughing, trap crops, chemical control using mineral oil, and biological controls. The species migrates seasonally, at night, and can be carried downwind up to 400 km. Pupae can make use of diapause to wait out adverse environmental conditions, especially at high latitudes and in drought.",https://en.wikipedia.org/wiki/Helicoverpa_zea
Aricia agestis,"L. astrarche Bgstr. (= medon Hufn., agestis Schiff., idas Gerh. (?), nazira Moore) (79 k). Above similar to the preceding,[ L. anteros ] deep dark brown, with strongly marked discocellular spot, especially in the male. Typical specimens have this spot black and bear red spots at the outer margin. Underside with numerous ocelli, the hindwing with a pale smear from the apex of the cell to the centre of the outer margin. From Scandinavia to the Sahara and northern India, and from the Canary Isles to the island of Askold in the Pacific, ascending in the mountains up to 10,000 ft. (Doherty). — Besides accidental aberrations in the usual directions of variation, a number of seasonal and geographical forms have been established. If the spring-brood of the Central European form is regarded as name-typical astrarche, ab. aestiva Stgr. is the name for the second brood, which occurs regularly in the south and more rarely in the north and which connects astrarche with calida Bell. (79 k, 80 a) [A. a. calida (Bellier, 1862) . The latter has a much darker, almost coffee-brown, under-side, with a broader band of red spots. Egg pale green, flattened, with the top concave and the surface minutely reticulate (Tutt, Harrison, Gillmer). Larva light green, with a purple dorsal stripe and a similar stripe along the sides, between them oblique pale smears; in spring and summer (in the south throughout the year) on various plants, such as Helianthemum, Centaurea, Erodium, etc. Pupa pale yellowish green, sometimes with a brown dorsal stripe, on or near the ground. The butterflies are on the wing in May and again from July onward, in the south the whole summer until the autumn, in several broods. They fly everywhere, in fields, on field-paths, on rocky hills, even in gardens, always close to the ground and belong to the very commonest butterflies. During the hours of flight they settle with spread wings on blades of grass, blossoms, or clods of earth, while they sleep with closed wings generally hidden under umbels and the inflorescences of grasses.",https://en.wikipedia.org/wiki/Aricia_agestis
Gymnoscelis rufifasciata,"The double-striped pug (Gymnoscelis rufifasciata) is a moth of the family Geometridae. It is a widespread and common species, being found throughout the Palearctic region, including the Near East and North Africa. This is a variable species but always easy to recognize due to the two prominent dark fascia across each forewing which give the species its common name. The forewing ground colour ranges from light to dark reddish brown. The crosslines are distinct. The inner margin of the pale white sub-marginal line bears black marks. The hindwings are pale grey with darker fringes, darker lines and a small black discal spot. There is a dark band across the basal segments of the abdomen. The wingspan is 15–19 mm. The caterpillars reach a length of up to 17 millimeters and have a very variable basic colouration. It ranges from whitish to yellowish green, brown, red to purple. On the back there is a pale band marked with a series of dark diamonds or triangles. The drawing resembles a rear-facing trident, is sometimes crow-foot-like and can occasionally be only weakly formed. The head is yellowish brown. Two, sometimes three, broods are produced each year and the adults are on the wing in April and May (sometimes earlier), July and August, and sometimes later in the autumn. Later broods are more heavily marked. It flies at night and is attracted to light and flowers, both of its food plants and others. The larva feeds on the flowers of a huge range of plants (see list below) and has also been known to feed on the larvae of other lepidoptera. The species overwinters as a pupa.",https://en.wikipedia.org/wiki/Double-striped_pug
Macaria pustularia,Adults have white wings with wavy orange-yellow lines across both the forewings and hindwings. These lines are often thicker at the top-most edge of the forewing. The wingspan is 18–27 mm.,https://en.wikipedia.org/wiki/Speranza_pustularia
Limenitis lorquini,"The Lorquin's admiral has brown-black wings, each with a row of white spots across it. Its forewings have orange tips. Wingspan: 47 to 71 mm; females are generally larger than males.",https://en.wikipedia.org/wiki/Lorquin%27s_admiral
Anartia fatima,"Anartia fatima, the banded peacock, is a butterfly in the family Nymphalidae. It is commonly found in south Texas, Mexico, and Central America but most studied in Costa Rica. This butterfly prefers subtropical climates and moist areas, such as near rivers. It spends much of its time in second-growth woodlands. Its larvae feed on plants in the family Acanthaceae, while adults primarily feed on flower nectar from Acanthus species. The species is diurnal. These butterflies face interspecies competition for nectar with other butterflies and must also compete with hummingbirds, who will chase them away. The eggs are laid in low-lying host plant leaves and flower bracts. Several hundred are laid by a single female within the span of a few days, with only a small percentage of the eggs surviving to adulthood. Eggs take five days to hatch and the larvae complete six instar phases before pupation. After pupation is complete, adults emerge and fly off within 1–2 hours. This butterfly is not toxic to predators. It is the victim of predation by many bird, lizard, frog, and arthropod species. However, this butterfly is so ubiquitous that losses from predation do not endanger the species.",https://en.wikipedia.org/wiki/Anartia_fatima
Peridroma saucia,"Peridroma saucia, the pearly underwing or variegated cutworm, is a moth of the family Noctuidae. The species was first described by Jacob Hübner in 1808. It is found in North and South America, Europe, Asia and Africa. The variegated cutworm feeds on many plants, especially common fruits and vegetables. The moth undergoes two to four generations per year. The development of the moth slows in colder temperatures, indicative of its migratory nature. All stages of the life cycle have a developmental threshold for temperature. The moth is known to migrate to the northern regions during warmer months, returning to the southern regions when the climate becomes colder. The variegated cutworm has a number of wasp and fly parasites, which account for most of the larval deaths each year. The female P. saucia produces a sex pheromone to attract male moths. Most notably, the variegated cutworm is known as one of the most damaging garden pests. The larvae cause considerable damage to common garden vegetables and fruits, destroying large amounts of crops every year. There are many methods of pest control that are being implemented in order to control P. saucia and its damage to crops.",https://en.wikipedia.org/wiki/Peridroma_saucia
Eupithecia miserulata,"Eupithecia miserulata, the common eupithecia, is a moth of the family Geometridae. The species was first described by Augustus Radcliffe Grote in 1863 and it can be found in North America, from Ontario and Maine in the north to Florida, Mississippi, Louisiana and Texas in the south. It is also found in Arizona and California. The wingspan is 12–20 mm. The moths flies from March to November depending on the location. The larvae feed on a wide range of plants, including coneflower, asters, willows, cherry, juniper and clover.",https://en.wikipedia.org/wiki/Eupithecia_miserulata
Parapediasia teterrellus,"Parapediasia teterrellus, the bluegrass webworm moth, bluegrass webworm, bluegrass sod webworm moth or bluegrass sod webworm, is a moth of the family Crambidae. The wingspan is about 21 mm. Adults are on wing from May to October in two generations per year. The larvae feed on Poa species, Festuca arundinacea and occasionally Cynodon dactylon. Parapediasia teterrellus was first described in 1821 from Georgia, one of the first pyralid moths recorded in North America. Its geographic distribution has been affected by the human colonization of North America. By the late 1800s, Parapediasia teterrellus encompassed the midwestern United States. It was recorded in Albuquerque, NM and Tucson, AZ in 1935-1940, Los Angeles in 1954, and the San Francisco Bay area in 1988. It has effectively replaced its lawn moth competitors Tehama bonifatella and Crambus sperryellus in urban areas. Parapediasia teterrellus is currently found in North America from Ontario and New England to Florida, west to California and north to Nebraska. It has also been introduced to Japan and eastern China, where it is an invasive species. == References ==",https://en.wikipedia.org/wiki/Parapediasia_teterrellus
Hypoprepia fucosa,"Hypoprepia fucosa, the painted lichen moth, is a moth of the family Erebidae. The species was first described by Jacob Hübner in 1831. It is found in the United States and southern Canada east of the Rocky Mountains. The wingspan is 25–35 mm. Adults are on wing from May to August in the north and possibly most of the year in Florida. The larvae feed on lichen, algae and moss on trees.",https://en.wikipedia.org/wiki/Hypoprepia_fucosa
Papilio multicaudata,"The two-tailed swallowtail is a large swallowtail of western North America, one of several species that have yellow wings with black tiger striping. Each hindwing has several blue markings (top and bottom). Like other striped swallowtails, it has a small orange eyespot near the lower angle of each hindwing; the eyespots can fool predators into attacking the rear of the butterfly instead of the head, giving the butterfly a chance to escape. Its appearance is similar to the western, and eastern tiger swallowtails, but has narrower black stripes and usually two tails on each hindwing (rather than only one). Most two-tails have a black ""slit pupil"" in the orange eyespot on each hindwing, never present in western tiger. It is also usually larger than similar swallowtails within its range, although some eastern tiger swallowtails are as big as any two-tailed. The wingspan ranges from 3 to 6.5 inches (7.6 to 16.5 cm), making it the largest swallowtail in western North America. As is the case with most swallowtails, females are larger and more brightly colored than males, having more blue in a submarginal band around orange spots on the hindwing upperside, and a deeper yellow background color that can shade to orange. Females also have wider black stripes on the forewings than males. Males may engage in mud-puddling, and have claspers that can be seen as a yellow segment at the end of the abdomen, beyond the black abdominal stripes. It does not tend to hybridize with related species as do the western, eastern, and Canadian tiger swallowtails. The butterfly can be seen from Guatemala, through Mexico, the western United States to southern Canada in southern British Columbia, Alberta and southwestern Saskatchewan. It typically lives near streams and in moist valleys but also in canyons and cities at lower elevations. Host plants include: chokecherry, bitter cherry, Arizona rosewood, single-leaf ash, hoptree, and Arizona sycamore. In California it mostly uses California hoptree. Elsewhere in the West, it often uses green ash planted along city roads (in California, city habitats are usually occupied by western tiger swallowtails rather than two-tailed). The two-tailed swallowtail is the state butterfly of Arizona.",https://en.wikipedia.org/wiki/Papilio_multicaudata
Chrysoteuchia culmella,"Chrysoteuchia culmella, the garden grass-veneer, is a species of moth of the family Crambidae. It was first described by Carl Linnaeus in his 1758 10th edition of Systema Naturae. It is found in Europe. The wingspan is 18–24 mm. The forewings are brown; a whitish median streak, ending in branches along veins 2-5, often separated by dark fuscous scales; dorsal 2/3 often wholly suffused with whitish-ochreous; a terminal series of black dots; cilia metallic. Hindwings are rather dark grey. The larva is pale pinkish-ochreous; spots brown; head and plate of 2 brown, darker- marked. See also Parsons et al. The moth flies from June to July depending on the location. The larvae feed on various grasses.",https://en.wikipedia.org/wiki/Chrysoteuchia_culmella
Heraclides rumiko,"Papilio rumiko or western giant swallowtail is a species of swallowtail butterfly. It is found from the south-western United States, through Mexico, El Salvador, Honduras, Costa Rica to Panama. The northernmost record is north-eastern Colorado. The length of the forewings is 50–58 mm. There are two maize-yellow bands on the forewings: a central band of nine spots from the apex to the basal third at the inner margin and a sub-marginal band of three to seven spots. There are several smaller maize-yellow spots near the costa at the end of the discal cell. There is a background-colored dark oval spot of variable size inside or at the anterior edge of the yellow central band spot, sometimes dividing the yellow spot into two. The marginal pale spots at the dips between the veins are small or almost absent. The hindwings have two maize-yellow bands extending from the forewings. There is a maroon-red to orange-red eyespot near the tornus with a blue crescent above. The center of the tail tip is yellow. Eggs are laid singly on young leaves and shoots of Zanthoxylum fagara, Ptelea trifoliata, Amyris texana and Casimiroa greggii, Ruta graveolens and Citrus species. The colour of the egg is pale yellow when laid, gradually changing to dull orange-brown. First instar larvae are 3–5 mm in length with a yellow-brown head capsule. The body pattern resembles bird-droppings. The second instar is 5–11 mm with a uniformly brownish head. Third instars are 11–16 mm, fourth 16–30 mm and fifth instar 30–50 mm. When a late instar larva is startled, it lifts its head and inflates the thorax, revealing the eyespots on the meta-thorax. If disturbed further, it everts red osmeterium from behind the head. Early instar larva tends to use osmeterium right away when disturbed, and osmeterium of the first instar is yellowish. Pupation takes place in a pupa of 26–36 mm in length. It is mottled pale to greyish and dark brown, resembling the surface of a tree or branch it is attached to. The darkness of a pupa is frequently determined by the color of the surface it rests on.",https://en.wikipedia.org/wiki/Papilio_rumiko
Xestia xanthographa,"The square-spot rustic (Xestia xanthographa) is a moth of the family Noctuidae. It is found in Europe, North Africa and east across the Palearctic (excluding China) and in North America. The species is quite variable in appearance, the forewings occurring in various shades of grey or brown, with melanic forms common in parts of its range. The best identifying feature is the large, pale, squarish stigma which gives the species its common name. The hindwings are pale to dark grey with a whitish fringe. The wingspan is 30–40 mm.",https://en.wikipedia.org/wiki/Square-spot_rustic
Euthrix potatoria,"Euthrix potatoria, the drinker, is an orange-brown moth of the family Lasiocampidae. The species' common and scientific names derive from the larva's supposed drinking of drops of dew.",https://en.wikipedia.org/wiki/Euthrix_potatoria
Epimecis hortaria,"With a wingspan of 43–55 mm, E. hortaria is one of the larger geometer moths. There are two forms, one being ""Dendraria"" and the other being ""Carbonaria"". The Dendraria has a broader median with subterminal lines while the Carbonaria is darker with white edging. The thick bodied caterpillar has a swollen 3rd thoracic segment. The caterpillar is gray to brown with darker markings, faint pinstripes and orange spiracles. == References ==",https://en.wikipedia.org/wiki/Epimecis_hortaria
Siproeta stelenes,"Siproeta stelenes (malachite) is a Neotropical brush-footed butterfly (family Nymphalidae). The malachite has large wings that are black and brilliant green or yellow-green on the upperside and light brown and olive green on the underside. It is named for the mineral malachite, which is similar in color to the bright green on the butterfly's wings. Typically, the wingspread is between 8.5 and 10 cm (3.3 and 3.9 in). The malachite is found throughout Central and northern South America, where it is one of the most common butterfly species. Its distribution extends as far north as southern Texas and the tip of Florida, to Cuba as subspecies S. s. insularis (Holland, 1916), and S. s. biplagiata, and south to Brazil. Adults feed on flower nectar, rotting fruit, dead animals, and bat dung. Females lay eggs on the new leaves of plants in the family Acanthaceae, especially Ruellia. The larvae are horned, spiny, black caterpillars with red markings, The pupal stage is green, with sharp, gold spines that can puncture predators. Malachites often are confused with the heliconiine Philaethria dido. They have similar coloration, but their wing shapes are different.",https://en.wikipedia.org/wiki/Siproeta_stelenes
Idia americalis,"Idia americalis, the American idia or American snout, is a litter moth of the family Erebidae. The species was first described by Achille Guenée in 1854. It is commonly found in moist forests in North America, ranging from southern Canada to Florida and Texas. It is nocturnal and can be lured by sugar baits and light traps. The American idia has forewings that range in color from grey to beige or light brown, darker toward the outer margin of the wing, with darker scalloped lines crossing the wings laterally. A dark terminal line is located at the base of the wing's fringe. All have a small bronze or brown spot located near the edge of the forewing. The hindwing is a lighter grey than the forewing and also has darker scalloped lines. Darker specimen can be dark grey or brown. The thorax and abdomen are smoothly scaled and the tibia is hairless. Female antenna are simple while male antenna are biciliate; otherwise, the sexes look similar. The caterpillar is brown with dark brown spots, a black head, and has small white hairs along its sides. The wingspan ranges from 20 to 30 mm. Adults are on wing from May to October. They can produce two or more broods per year. It can be differentiated from similar species, such as the common idia, by a row of dark marks located on the anterior forewing. Idia americalis specimen may be mistaken for a small geometrid moth. The larvae feed on lichen and detritus, including dead leaves. They may also function as detritivores in ant nests. Adults often feed on lichens attached to tree trunks.",https://en.wikipedia.org/wiki/Idia_americalis
Protoboarmia porcelaria,"Protoboarmia porcelaria, the porcelain gray or dash-lined looper, is a Geometrid species of moth found throughout North America, except in the far north. The species was first described by Achille Guenée in 1857.",https://en.wikipedia.org/wiki/Protoboarmia_porcelaria
Phlogophora meticulosa,"This species has a wingspan of 45–52 mm and the forewings are very distinctively shaped with a sharply pointed apex. The common name is derived from the characteristic markings on the forewings: the base colour is buffish, brown towards the termen, and is marked with a bold V-shaped pink-and-green marking. Despite this bright colouring, the angular markings provide excellent disruptive patterning camouflage. The hindwings are whitish with darker venation.",https://en.wikipedia.org/wiki/Angle_shades
Eutrapela clemataria,"Eutrapela is a genus of moths in the family Geometridae. It contains only one species, Eutrapela clemataria, the curve-toothed geometer moth or purplish-brown looper, which is found in North America, where it has been recorded from Nova Scotia to Florida, west to Texas and north to Saskatchewan. The habitat consists of deciduous and mixed woodlands. The wingspan is 38–56 mm.",https://en.wikipedia.org/wiki/Eutrapela
Triodia sylvina,"This species has a wingspan of 32–48 mm. The male has rich orange forewings with two white bars forming a ""V"" shape. The hindwings are dark brown. The female is similar but generally larger and less brightly coloured. It flies at night from June to September and is attracted to light. They do not have a proboscis so will not be found at flowers feeding. The globular, shiny black eggs are broadcast by the female as she hovers over the food plant. Larva When they hatch the larvae find their foodplant, bore into the root and are 25 to 30 mm long when fully fed. They have an orange-brown head and a shiny white body with brownish-orange dorsal plates on the thoracic segments; spiracles are black. They can feed for two years from September to July on the roots of various plants including bracken (Pteridium species), dandelion (Taraxacum species), docks (Rumex species), hop (Humulus lupulus) and viper's bugloss (Echium vulgare). Pupa The larvae pupate in silken cocoons near the surface of the soil; pupa are elongated with hooked bristles on the abdominal segments. They leave the cocoon, prior to the emergence of the imago.",https://en.wikipedia.org/wiki/Orange_swift
Nephelodes minians,"Nephelodes minians, the bronzed cutworm or shaded umber moth, is a moth of the family Noctuidae. It is found in most of North America, except Florida and adjacent states. This wingspan is about 40 mm. The moth flies from July to October depending on the location. The larva feeds on various grasses, including cereal crops and corn.",https://en.wikipedia.org/wiki/Nephelodes_minians
Orgyia antiqua,"A striking dimorphism exists between the male and the female moths of this species. The male moth typically has orange- to red-brown (ochreous red and dark brown) wings; each fore wing has a white comma-shaped (tornal) spot. It has marked plumose (short, bipectinate) antennae. The wingspan measures between 35 and 38 mm. The female moth has vestigial wings and is flightless; it is light grey-brown (ochreous grey), has ""shortly bipectinate"" antennae, and a swollen abdomen. The compound eyes of the two sexes differ not only with regard to their size, number of facets and internal organization and ultrastructure, but also with regard to their sensitivity to ultraviolet radiation The hairy caterpillar is spectacular, with ""humps"", ""horns"", and a ""tail"" in a combination of dark grey, red, and yellow.",https://en.wikipedia.org/wiki/Orgyia_antiqua
Crambus agitatellus,"Adult double-banded grass-veneers have a wingspan of 17–22 mm. They rest with their forewings rolled tightly over their hindwings, giving them a long and slender appearance at rest. The forewings have a broad white stripe which is tapered at both ends. In some individuals, this marking may be bisected by a faint yellow stripe. 4 or 5 black lines extend from end of this white stripe and eventually meet a yellow-orange horizontal line near the end of the wing. The hindwings are pale gray or brown and lack markings.",https://en.wikipedia.org/wiki/Crambus_agitatellus
Iridopsis defectaria,"Anacamptodes defectaria, the brown-shaded gray moth, is a moth of the family Geometridae. It is found from Pennsylvania, west to Iowa and Kansas, south to Texas, and south and east to Florida. The wingspan is about 30 mm. Adults are on wing from February to November depending on the location. The larvae feed on oak, poplar, sweet cherry and willow.",https://en.wikipedia.org/wiki/Anacamptodes_defectaria
Chlosyne nycteis,"Chlosyne nycteis, the silvery checkerspot, is a species of Nymphalinae butterfly that occurs in North America. In the USA, it is listed as a species of special concern in Connecticut and Maine, and is believed extirpated in Connecticut, Massachusetts, and New Hampshire.",https://en.wikipedia.org/wiki/Chlosyne_nycteis
Melanolophia canadaria,"The wingspan is 30–36 mm. Adults have dark brown or brown mottled wings, all four of which are visible and held open when the moth is at rest. A line across both hindwings which forms a v-shaped dark patch is a distinguishing feature of the species.",https://en.wikipedia.org/wiki/Melanolophia_canadaria
Idaea dimidiata,"The species has a wingspan of 13–18 mm. The ground colour of the wings is brownish yellow, brownish white to slightly reddish white. The pattern elements are dark grey to dark brown. The median band and the two crosslines can be incomplete or interrupted. They are marked by so-called costal stains on the front wing at the costa. There is a light wavy line, which is limited mainly to the inside edge and marked on both sides by dark stains in the marginal field. The fore and hindwings have black discal flecks, which are occasionally significantly weaker on the forewings. Marginal stains are connected by a thin line.The larva is long and thin, grey-brown, with a V-shaped dark spot on each body segment.",https://en.wikipedia.org/wiki/Idaea_dimidiata
Brephidium exilis,"The upperside is copper brown with dull blue at the bases of both wings. The underside of the hindwing is copper brown with white at the base; the fringe mostly white, with 3 small black spots near base, and a row of black spots at outer margin. The wingspan is 12–20 mm.",https://en.wikipedia.org/wiki/Western_pygmy_blue
Plebejus argus,"The silver-studded blue (Plebejus argus) is a butterfly in the family Lycaenidae. It has bright blue wings rimmed in black with white edges and silver spots on its hindwings, lending it its name. P. argus can be found across Europe and east across the Palearctic, but it is most often studied in the United Kingdom where the species has experienced a severe decline in population due to habitat loss and fragmentation. P. argus engages in mutualism with ants that contribute to the butterflies' reproductive fitness by providing protection from predation and parasitism from the point of egg laying to their emergence as adults. P. argus adults emerge at the end of June and beginning of July and engage in flight until the beginning of August. The butterfly is adaptable to different habitats and is found in heathland, mossland, and calcareous grassland. Tending towards a sedentary lifestyle and typically flying less than 20 metres (66 ft) a day, P. argus maintains a small radius home range. Their habitats lend themselves well to both foraging and egg laying as the host plants are ubiquitous in all three environments they occupy.",https://en.wikipedia.org/wiki/Silver-studded_blue
Lacinipolia renigera,"Adults of L. reginera rest with their hindwings tucked underneath their forewings, giving them an arrowhead-like or tented shape. The forewings are dark greyish-brown with three green spots, one of which is bordered with white. The hindwing is primarily whitish gray and fades into a darker gray color closer to the margin. Their wingspan is 21–30 mm, significantly smaller than most other members of the Noctuidae family.",https://en.wikipedia.org/wiki/Lacinipolia_renigera
